id,bio
3754963,"Building @dailyappco -     
Interested? Do reach out :)"
7036457,Boostnote team member.
16792321,All men are created equal.
25171476,bio
23532036,Full Stack Developer @CharityNavigator 
16167479, ????
4616919,"Blockchain and Automation enthusiast. 

Java, C#, Javascript, Ruby, learning Python and Solidity."
20723883,I have a big world in my tiny heart.
5565284,"SE student at RIT interested in developing open source software to assist in library, archives, museum, and publishing workflows and automation."
8029006,"I like to solve problems. I love to travel the world and see how people solve their problems. I'm a huge sports fan, and all the data they provide is a bonus."
16495151,"Computer Science Major at James Madison University ---
Intern for ArcGIS Runtime SDK .NET team at Esri."
18373318,"an undergraduate / kotlin, java"
2468113,Full Stack Engineer
3087635,Coding Java and JavaScript is what I do.
26176396,Computer Science (Master) at Kiel University. Teaching assistant for Advanced Programming and tutor at Software-Challenge Germany. Germany Scholarship holder.
7125834,Senior Designer / System Developer for BBC Scotland
7151549,Product Owner / Product Designer
25313532,Bachelor of IT (Web/Mobile Applications Development ) student.
33157569,Master in Mathematics student at Universidad de Granada. I'm now into ray-tracking/ray-marching & bacteria. @TheOpenBacteriaProject
19853,Please only non-employment inquiries.
17539832,????????????
6392644,"Full stack developer. I use awesome tools and tech to build amazing desktop, web and mobile applications. #Golang #Python #Javascript #Ruby"
20291421,cyber-security enthusiast with a huge interest in modern technologies.
19578148,Developper Front-end
3475913,"Engineer at DigitalOcean, Lead Full Stack Mentor at Bloc, co-founder Kubmo, Scholar/Guide Program Ruby Central"
12571517,Full stack cloud services development company.
17185023,I am seeking an entry-level position in Computer Science where I can help discover solution for many of the problems users encounter. 
26304848,Pre Final Year B.Tech Student In Computer Science and Engineering 
14935214,/swift3 / Rails /C# /objectiv-c /UE4 /Unity
7606336,"Graduate Student at Fordham University's MS. in Data Analytics, and Data Scientist at Kx"
2142276,"I am Front-end Developer working have more then 9+ year experience.
Handling team as well. "
13086787,"I am just a high school student from singapore, currently in year 2 of the IB Diploma Programme."
25790855,"Niagara College '18
Programmer Specialised in Webpage Development, Database and PC Hardware."
25692836,Developer/designer specializing in Javascript / HTML / CSS. Currently attending the JRS Coding School focused on full stack development.
13091952," ""Always code as if the guy who ends up maintaining your code will be a violent psychopath who knows where you live.""
- Martin Golding
"
1963546,"Blippar, We Are Social"
24208847,Student at 42 (Paris)
16021460,"Computer vision and deep learning researcher: video classification, optical flow/depth/scene flow estimation, unsupervised learning, surveillance monitoring"
5571777,????????????????????????
14359427,fed
1758906,"??????????????? iOS ????????????????????? Windows???iOS ????????????????????????????????? C/C++, C#, Objective-C, Swift, Lua ??????"
25415107,www.floustao.com
13607586,"Developer at @vipsolucoes 

leandro@vipsolucoes.com"
22801703,A newbie programmer self teaching Swift 
5327316,"I am a full stack software engineer. I was schooled at Purdue University in Computer Science and I currently work in Chicago, Illinois."
33937712,Study at Unit Factory
275490,Ruby enthusiast with too many cats and laserdiscs. That sounds a lot less cool when you write it like that.
1049854,"Journalist, Social Media Editor, WordPress developer. "
431257,Product Manager ??? Platform & Developer Experience
10094052,"Computer Science at UWaterloo. 

Previously @indochino, @PagerDuty, @zynga"
32317888,this is my finsta
19585631,???????????????????????????????????????????????????
27701976,"Web Developer, 
learning Python and GoLang



"
6678919,Senior Full Stack Java Web Developer
24401811,Experienced Blogger with a history of working in the music industry. Strong media and communication professional with  basic Android Development skills
23743547,???Programmer???
540554,Join me (https://faithlife.com/jobs/SoftwareDeveloper)
8864990,Using interfaces should feel like slicing tomatoes with a really sharp knife.
12854625,"Image based deep learning detection, segmentation, recognition, pose estimation, 3D vision"
17012519,Still believe in Magic? Yes I do??????? ????Carpe diem???? ???? Hakuna Matata
3168222,Product Designer
200250,"Dad, engineer etc. ????"
1195596,Maker. 
25513311,I'm a Junior Front-End Engineer and Designer
1480950,ideaOS
9747915,"Dreamer, Programmer and love to learn new things."
23435566,"~Department of Informatics and Telecommunications, University of Athens
"
21143590,"Graduating in Software Engineering at Universidade de Bras??lia, UnB"
2672857,??????????????????????????????
5047455,"chess, math, programming"
34448877,Web developer at @HotelUrbano 
14819933,"Desenvolvedor .Net e JS , atualmente se aventurando com NodeJs.
Community Manager do @Nerdzao, AngularSP, THT - Things Hacker Team e @NodeREDBrasil "
17417997,Open-minded python and coding enthusiast
187922,"Designer, Developer, Pixel perfector"
110828,Web developer with Ruby on Rails since 2010 year
4354486,Ingeniero Inform??tico trabajando como Profesor de Formaci??n Profesional en la especialidad de Sistemas y Aplicaciones Inform??ticas.
27252150,C# / .Net student at Epicodus
20883476,Love Programming and Philosophy. I believe they both are connected in a very intimate way
7943096,"Engineer into math, neuro, and AI."
33188298,Mastering the arena of Web Development with my own personal touch
4480412,???????????????????????????
33267083,Attending Coding Dojo
9077246,"Skype : batuhan.nuh 
www.managecod.com"
22662012,A computer science student in Sampoerna University.
20650943,"Certified, savvy front-end web developer/graphic designer, with an AAS degree in web development && design."
1114,VP of Engineering
12484265,someone like you like me????????
20779271,I'm just me
1605754,??? ?????? ??? ?????????
425340,"British software dev working in Duisburg, Germany. "
293337,"Hi, I???m Geoffrey L., french SRE. My work is full of Python, Golang, Linux and Sysop."
8602025,search@Workday
3096223,Yet another Frontend Engineer ;-)
2482630,Software Developer @LLNL
15833201,Automotive Manufacturing Refugee turned software developer Alumni of @nss-day-cohort-22 
10534791,"An iOS Developer, Mobile enthusiasts, Love Open Source #Objective-C, #Swift #Java #Android #Git and #Svn #StackOverflow"
446655,Founder & Tinkerer @Hackerloop. Previously worked @OWNI and founded @Tactilize & @Kanavape
6302380,Ph.D Candidate from Zhejiang University.
26702833,New web developer studying at the Iron yard  
16962525,A backend developer
6537584,Engineering Team Leader
9334747,Technology Aspirant 
20712515,"Florida International University '18 

CS Undergrad."
23015406,"Knows Python, HTML, CSS, JavaScript and some other stuff. Aspiring computer scientist. :D"
21474336,??????????????????????????????.
8625482,"Dabbles in NodeJS, Camel, Drools, Maven, Java, YAML, Lua and various DSLs"
10268796,"Hi, I am a Web Developer. Currently I am working on Ruby On Rails, JavaScript/TypeScript, jQuery, MySQL...

I love {)"
23292204,Data Geek - Data visualization and map based applications for small/big data.
834467,GOLANG software engineer at mtime.com
13345011,?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? Android ?????????
24716505,"M??ody, pracowity oraz ambitny Web Developer z Katowic.
Jestem freelancerem od 2013 roku, na swoim koncie mam kilkadziesi??t stworzonych stron internetowych."
24511419,"Data Scientist at Pathao. Interests: Deep Learning, Data Science, Financial Mathematics, Bayesian Statistics."
22560457,Chef / Product Developer / Swift / ObjC / Node.js / ChatBot
34252016,Computer Vision at EPFL Lausanne
6207600,"I am a Diverse Full Stack Web Developer and I specialise in the following languages HTML, CSS, Javascript, PHP (Laravel), Craft CMS, Wordpress, Rust & Vuejs"
13772256,I'm a brazilian electrical engineer.
5115120,"My name is Sasha Jaffarove! I am a maker, engineer, inventor, problem solver, innovator etc... I love art, science, math: calculus is my favorite, coding etc..."
10666633,Chief Executive Developer
22645792,Digital Designer and Developer
26128577,"""As you think, so shall you become."""
1251793,Founder & Developer of stomt.com
34400829,Passionate iOS Developer
24213946,Estudante de Bacharelado em Ci??ncia da Computa????o pela Universidade Estadual Paulista - UNESP
24077854,Developer | Explorer
7268278,"Open Source Technology Center, VMware"
25030669,Rubyist
8888188,Job platform for Computer Science & Information Technology. Providing services & resources to assist job seekers in the process of finding career opportunities
6832060,Hydrogeologist and R enthusiast @SCKCEN. Proud father of two and husband to an amazing wife. Love being creative with ????????????.
8597576,Software Engineer at Spring Computing Technology    
8952191,"I'm a big big girl in a big big world! And say ""Hello World""!"
17883554,undergrad@IIITA
30247381,just a humble dog ??????????????????????
19491578,Analista de Business Intelligence/ Analytics.
6190714,"""Longum iter est per praecepta, breve et efficax per exempla.""

Seneca - Epist. 6,5"
13272241,"Final year in Engineering (CS). Areas of interest include Machine Learning, Exploratory Analysis & Basketball. @cosylabiiit "
2040614,"Love to build great digital products, especially in health. 5+ years experience. "
4857771,"Full stack developer, passionate about coding and tech. I like programming in javascript, front end, back end and play with different languages in general."
23284938,"""Keep it simple, stupid"""
213495,Code; garden; food
5780272,I am a postdoc researcher/developer currently working at @omni-us
7454837,Estudante de Ci??ncia da Computa????o interessado em Ci??ncia da Dados :)
845588,Software Engineer
22373452,"CS Undergrad at NIT, Raipur.
A passionate and curious student!
Constantly pushing my edges.....!"
12388623,Third Year Computer Science student at UWO
350819,Project Manager witha  strong background in Web development and  good knowledge of many IT areas.
2112583,"Machine Learning, Python, Spark, Haskell, Java, Data Science"
8151117,Full Stack Developer
16201585,CSE Junior at IIT Kharagpur 
32846952,Software developer at @Nearsoft
27934353,??????????????????????????????2015???5???
18741128,I am a professional full-stack Ruby on Rails and JavaScript developer and designer with more than 5 years of experience in web development and web design.
9280148,"Python, Parseltongue, Economist, Musician"
8580742,Hakuna Matata
1096414,Passionate programmer and media-artist.
1733182,@Samsung 
11546614,"Once Developer always developer. I like to applies best practices for any System Architecture, loves technology and I'm always open to learn new languages."
